bit_position,bit_interval,receiver_interval,sender_interval
0,249909,249742,167
1,252355,251665,690
2,252150,251618,532
3,252195,251627,568
4,249803,249702,101
5,252179,251609,570
6,249810,249709,101
7,249819,249718,101
8,252119,251491,628
9,252171,251635,536
10,252189,251619,570
11,249823,249722,101
12,249799,249698,101
13,249799,249723,76
14,249787,249711,76
15,252174,251612,562
16,252178,251590,588
17,252179,251625,554
18,252183,251611,572
19,252155,251619,536
20,249798,249697,101
21,249819,249718,101
22,249780,249704,76
23,252167,251610,557
24,249795,249704,91
25,249796,249720,76
26,249783,249707,76
27,249799,249723,76
28,252181,251593,588
29,252212,251649,563
30,252194,251634,560
31,249813,249712,101
32,249818,249702,116
33,252222,251619,603
34,249808,249707,101
35,251868,251305,563
36,249789,249688,101
37,252226,251639,587
38,252167,251635,532
39,249818,249717,101
40,252178,251596,582
41,249815,249714,101
42,249808,249707,101
43,249794,249718,76
44,249764,249688,76
45,252231,251650,581
46,249783,249707,76
47,252184,251624,560
48,249792,249701,91
49,249786,249710,76
50,252006,251447,559
51,252018,251458,560
52,251995,251442,553
53,249825,249724,101
54,252007,251451,556
55,252029,251493,536
56,252024,251474,550
57,252016,251480,536
58,249809,249708,101
59,249821,249720,101
60,251794,251231,563
61,249822,249721,101
62,249775,249699,76
63,249795,249719,76
64,251925,251307,618
65,252016,251456,560
66,252027,251491,536
67,252019,251483,536
68,249800,249699,101
69,249821,249720,101
70,249772,249696,76
71,249797,249721,76
72,249790,249699,91
73,251829,251246,583
74,249783,249707,76
75,249802,249726,76
76,249775,249699,76
77,249795,249719,76
78,251982,251420,562
79,251718,251155,563
80,249818,249702,116
81,249796,249720,76
82,251861,251298,563
83,251901,251298,603
84,249801,249700,101
85,251897,251302,595
86,249803,249702,101
87,249798,249722,76
88,251871,251294,577
89,251857,251294,563
90,251870,251310,560
91,251839,251303,536
92,251819,251286,533
93,251884,251308,576
94,251743,251208,535
95,249824,249723,101
96,251742,251119,623
