bit_position,bit_interval,receiver_interval,sender_interval
0,252235,251494,741
1,249728,249617,111
2,249666,249565,101
3,252032,251469,563
4,249669,249568,101
5,251949,251366,583
6,251966,251430,536
7,249652,249551,101
8,249710,249568,142
9,252119,251516,603
10,249668,249567,101
11,249654,249578,76
12,249645,249569,76
13,252064,251471,593
14,252028,251466,562
15,251845,251313,532
16,252076,251492,584
17,252051,251493,558
18,249669,249568,101
19,249681,249580,101
20,249642,249566,76
21,249648,249572,76
22,252049,251468,581
23,249620,249544,76
24,249661,249570,91
25,249652,249576,76
26,252088,251484,604
27,249651,249575,76
28,249642,249566,76
29,249652,249576,76
30,249618,249542,76
31,249622,249546,76
32,249662,249571,91
33,252030,251467,563
34,249656,249580,76
35,251685,251104,581
36,249633,249557,76
37,249653,249577,76
38,251856,251277,579
39,249626,249550,76
40,249664,249573,91
41,249646,249570,76
42,251763,251200,563
43,249652,249576,76
44,251885,251300,585
45,249655,249579,76
46,249622,249546,76
47,249631,249555,76
48,249661,249570,91
49,251897,251334,563
50,249653,249577,76
51,251751,251188,563
52,249645,249569,76
53,249656,249580,76
54,251576,251016,560
55,251599,251040,559
56,249686,249570,116
57,249641,249565,76
58,249663,249587,76
59,251707,251144,563
60,249643,249567,76
61,251743,251180,563
62,249610,249534,76
63,251634,251047,587
64,249657,249566,91
65,251741,251138,603
66,249655,249579,76
67,251570,251010,560
68,251592,250995,597
69,251443,250907,536
70,251509,250977,532
71,249657,249556,101
72,249682,249566,116
73,249653,249577,76
74,249654,249578,76
75,249648,249572,76
76,249644,249568,76
77,249652,249576,76
78,249609,249533,76
79,251432,250873,559
80,251582,251004,578
81,249677,249576,101
82,249652,249576,76
83,251547,250983,564
84,251471,250892,579
85,249677,249576,101
86,251576,250973,603
87,249660,249559,101
88,251580,251003,577
89,249679,249578,101
90,251473,250910,563
91,249666,249565,101
92,251618,251015,603
93,249677,249576,101
94,249614,249538,76
95,249638,249562,76
96,249653,249562,91
97,249653,249577,76
98,249652,249576,76
99,251571,251008,563
100,251570,251008,562
101,249676,249575,101
102,251549,250986,563
103,249658,249557,101
104,249648,249557,91
105,249653,249577,76
106,249652,249576,76
107,251619,251032,587
108,251561,251001,560
109,249669,249568,101
110,251437,250858,579
111,251382,250829,553
112,249675,249559,116
113,251279,250744,535
114,249676,249575,101
115,249682,249581,101
116,249646,249570,76
117,251172,250609,563
118,251412,250817,595
119,251400,250832,568
120,251399,250817,582
121,251391,250855,536
122,249675,249574,101
123,249677,249576,101
124,249644,249568,76
125,251406,250847,559
126,249619,249543,76
127,249632,249556,76
128,252044,251481,563
129,252032,251469,563
130,251953,251383,570
131,249675,249574,101
132,251850,251318,532
133,251845,251309,536
134,249692,249576,116
135,251822,251286,536
136,249678,249577,101
137,249677,249576,101
138,249652,249576,76
139,249646,249570,76
140,251892,251319,573
141,249650,249574,76
142,251908,251330,578
143,251731,251168,563
144,251870,251334,536
145,251875,251315,560
146,251869,251333,536
147,251749,251212,537
148,249667,249566,101
149,251697,251161,536
150,251715,251165,550
151,249605,249504,101
152,251745,251185,560
153,251689,251153,536
154,251610,251058,552
155,249669,249568,101
156,249668,249567,101
157,251601,251038,563
158,251417,250851,566
159,249614,249513,101
160,249679,249578,101
161,251720,251157,563
162,249677,249576,101
163,251741,251154,587
164,249672,249571,101
165,249654,249578,76
166,251759,251165,594
167,251651,251087,564
168,251715,251183,532
169,249668,249567,101
170,249683,249582,101
171,249644,249568,76
172,251768,251173,595
173,249656,249580,76
174,251739,251161,578
175,251552,250993,559
176,249683,249582,101
177,251715,251156,559
