Msg_string_num,Total_error,errors_0_to_1,errors_1_to_0,Maximum_duration_1,Minimum_duration_1,Maximum_duration_0,Minimum_duration_0,Maximum_duration_algo1,Minimum_duration_algo1,Maximum_duration_algo2,Minimum_duration_algo2
1,0,0,0,254572,253871,252546,252442,1264621,1264456,478715,252886
