bit_position,bit_interval,receiver_interval,sender_interval
0,250379,250212,167
1,252808,252118,690
2,250271,250170,101
3,250274,250173,101
4,252696,252092,604
5,250277,250176,101
6,250225,250149,76
7,252633,252054,579
8,252732,252087,645
9,250267,250166,101
10,252665,252102,563
11,250284,250183,101
12,252351,251754,597
13,252338,251803,535
14,252359,251791,568
15,250242,250141,101
16,252317,251767,550
17,250282,250181,101
18,250273,250172,101
19,250261,250185,76
20,250247,250171,76
21,252223,251660,563
22,252318,251756,562
23,252294,251758,536
24,250291,250175,116
25,250282,250181,101
26,252337,251774,563
27,250285,250184,101
28,250255,250179,76
29,250257,250181,76
30,250223,250147,76
31,252325,251762,563
32,252230,251652,578
33,252345,251777,568
34,250310,250209,101
35,250285,250184,101
36,250238,250162,76
37,252365,251761,604
38,250223,250147,76
39,250231,250155,76
40,252374,251787,587
41,250251,250175,76
42,250257,250181,76
43,252330,251771,559
44,250238,250162,76
45,252248,251653,595
46,252318,251755,563
47,250261,250160,101
48,250266,250175,91
49,250249,250173,76
50,252189,251604,585
51,250257,250181,76
52,252178,251615,563
53,250261,250185,76
54,250221,250145,76
55,250236,250160,76
56,250266,250175,91
57,252189,251594,595
58,250246,250170,76
59,252183,251623,560
60,250249,250173,76
61,250260,250184,76
62,252164,251577,587
63,252166,251578,588
64,252196,251606,590
65,252157,251621,536
66,250286,250185,101
67,250280,250179,101
68,250249,250173,76
69,252178,251615,563
70,250196,250120,76
71,252036,251473,563
72,252057,251479,578
73,252132,251600,532
74,252174,251602,572
75,252170,251610,560
76,250266,250165,101
77,250286,250185,101
78,252122,251559,563
79,252140,251602,538
80,250289,250173,116
81,252159,251623,536
82,252135,251602,533
83,252160,251624,536
84,252137,251584,553
85,250282,250181,101
86,252154,251594,560
87,252166,251606,560
88,250285,250169,116
89,250294,250193,101
90,250257,250181,76
91,252136,251576,560
92,252205,251610,595
93,250282,250181,101
94,250223,250147,76
95,250267,250191,76
96,252210,251608,602
97,250258,250182,76
98,250257,250181,76
99,252204,251609,595
100,250252,250176,76
101,252188,251629,559
102,250223,250147,76
103,250238,250162,76
104,252035,251457,578
105,250258,250182,76
106,250257,250181,76
107,252202,251640,562
108,252100,251505,595
109,250276,250175,101
