bit_position,bit_interval,receiver_interval,sender_interval
0,250379,250212,167
1,250317,250206,111
2,250254,250178,76
3,250257,250181,76
4,250249,250173,76
5,252653,251954,699
6,252611,252048,563
7,252324,251763,561
8,252746,252123,623
9,252679,252107,572
10,252493,251961,532
11,252651,252081,570
12,250274,250173,101
13,250268,250167,101
14,252632,252069,563
15,250250,250149,101
16,252676,252098,578
17,252523,251991,532
18,250273,250172,101
19,252643,252090,553
20,250272,250171,101
21,252526,251990,536
22,250249,250148,101
23,250250,250149,101
24,252666,252088,578
25,252495,251959,536
26,250298,250197,101
27,250285,250184,101
28,250243,250167,76
29,252517,251930,587
30,252349,251787,562
31,252275,251742,533
32,252164,251591,573
33,250282,250181,101
34,252054,251484,570
35,250285,250184,101
36,250266,250165,101
37,252148,251589,559
38,252163,251621,542
39,252051,251475,576
40,252058,251508,550
41,250276,250175,101
42,252169,251634,535
43,252153,251581,572
44,252145,251613,532
45,250285,250184,101
46,251957,251424,533
47,250261,250160,101
48,250291,250175,116
49,252005,251442,563
50,250275,250174,101
51,252050,251462,588
52,250269,250168,101
53,250261,250185,76
54,250221,250145,76
55,251885,251282,603
56,250266,250175,91
57,251853,251290,563
58,250258,250182,76
59,251747,251184,563
60,251868,251305,563
61,250285,250184,101
62,251780,251217,563
63,250269,250168,101
64,251923,251305,618
65,251831,251295,536
66,250286,250185,101
67,250280,250179,101
68,251881,251278,603
69,251832,251299,533
70,251697,251161,536
71,250262,250161,101
72,250289,250173,116
73,250257,250181,76
74,250243,250167,76
75,251704,251141,563
76,250249,250173,76
77,250257,250181,76
78,251659,251096,563
79,251591,251003,588
80,251665,251115,550
81,251669,251133,536
82,250286,250185,101
83,250271,250170,101
84,250250,250174,76
85,250257,250181,76
86,250218,250142,76
87,250256,250180,76
88,250260,250169,91
89,251707,251144,563
90,250257,250181,76
91,250246,250170,76
92,250251,250175,76
93,250281,250205,76
94,251669,251110,559
95,251720,251123,597
96,251568,251018,550
97,251511,250979,532
98,250282,250181,101
99,251546,251010,536
100,250277,250176,101
101,250281,250180,101
102,251517,250954,563
103,250263,250162,101
104,251551,250973,578
105,251443,250867,576
106,250282,250181,101
107,251509,250973,536
108,250279,250178,101
109,251514,250978,536
110,251526,250956,570
111,251491,250953,538
112,250280,250164,116
113,251515,250979,536
114,251535,250965,570
115,250282,250181,101
116,251526,250990,536
117,251518,250948,570
118,250249,250148,101
119,250261,250160,101
120,250264,250173,91
121,250261,250185,76
122,250255,250179,76
123,250257,250181,76
124,250256,250180,76
125,251560,250973,587
126,250224,250148,76
127,252559,251996,563
128,252459,251870,589
129,252615,252079,536
130,250274,250173,101
131,252622,252086,536
132,250288,250187,101
133,250296,250195,101
134,252666,252088,578
135,250227,250126,101
136,250246,250170,76
137,252687,252108,579
138,252559,251996,563
139,252701,252125,576
140,250284,250183,101
141,250276,250175,101
142,252647,252072,575
143,250227,250126,101
144,250252,250176,76
145,252692,252129,563
146,250249,250173,76
147,252645,252068,577
148,250259,250183,76
149,250246,250170,76
150,252513,251939,574
151,250195,250119,76
152,250257,250181,76
153,252521,251934,587
154,250243,250167,76
155,252522,251947,575
156,252539,251942,597
157,250266,250165,101
158,250268,250177,91
159,252471,251878,593
160,250257,250181,76
161,252419,251830,589
162,252417,251814,603
163,250283,250182,101
164,250257,250181,76
165,252517,251930,587
166,252536,251926,610
167,252405,251869,536
168,252488,251916,572
169,250282,250181,101
170,252286,251750,536
171,250284,250183,101
172,250282,250181,101
173,250257,250181,76
174,252229,251619,610
175,251956,251379,577
176,250290,250189,101
177,250257,250181,76
178,250244,250168,76
179,250261,250185,76
180,252204,251617,587
181,252195,251598,597
182,252198,251608,590
183,252113,251577,536
184,250284,250183,101
185,252142,251609,533
186,250274,250173,101
187,250269,250168,101
188,251928,251366,562
189,251978,251442,536
190,250289,250173,116
191,250222,250121,101
192,252035,251472,563
193,252021,251453,568
194,251977,251441,536
195,251900,251364,536
196,250271,250170,101
197,250283,250182,101
198,250264,250173,91
199,250202,250126,76
200,251842,251261,581
201,251945,251341,604
202,251717,251182,535
203,251725,251189,536
204,251658,251122,536
205,251601,251025,576
206,251710,251160,550
207,250227,250126,101
208,251679,251144,535
209,251657,251121,536
210,250275,250174,101
211,251690,251118,572
212,250322,250221,101
213,251673,251137,536
214,251688,251138,550
215,251645,251073,572
216,250282,250181,101
217,250273,250172,101
218,250242,250166,76
219,251704,251141,563
220,250257,250181,76
221,250260,250184,76
222,251688,251110,578
223,251649,251086,563
224,250274,250173,101
225,251713,251116,597
226,251557,251021,536
227,250280,250179,101
228,250282,250181,101
229,250257,250181,76
230,251714,251102,612
231,250203,250127,76
232,250257,250181,76
233,250257,250181,76
234,251734,251130,604
235,250251,250175,76
236,250241,250165,76
237,251758,251155,603
238,250259,250168,91
239,251487,250906,581
240,250257,250181,76
241,250257,250181,76
242,251521,250958,563
243,250254,250178,76
244,250257,250181,76
245,250257,250181,76
246,251389,250812,577
247,251369,250765,604
248,250260,250159,101
249,250273,250197,76
250,250249,250173,76
251,250248,250172,76
252,250261,250185,76
253,251167,250604,563
254,252380,251817,563
255,252337,251804,533
256,250260,250159,101
257,252357,251822,535
258,250274,250173,101
259,252319,251760,559
260,252370,251800,570
261,250280,250179,101
262,250230,250129,101
263,250249,250173,76
264,252150,251591,559
265,250258,250182,76
