bit_position,bit_interval,receiver_interval,sender_interval
0,250379,250212,167
1,250333,250222,111
2,250238,250162,76
3,250257,250181,76
4,252800,252101,699
5,252632,252055,577
6,250284,250183,101
7,252660,252100,560
8,250315,250173,142
9,252412,251833,579
10,252285,251749,536
11,252335,251759,576
12,250274,250173,101
13,252305,251749,556
14,250286,250185,101
15,252322,251746,576
16,250289,250173,116
17,252318,251783,535
18,252341,251765,576
19,250286,250185,101
20,250272,250171,101
21,252333,251770,563
22,250283,250182,101
23,252134,251555,579
24,250291,250175,116
25,252181,251618,563
26,252144,251608,536
27,252176,251606,570
28,250260,250159,101
29,252174,251622,552
30,250298,250197,101
31,252127,251587,540
32,250292,250176,116
33,252159,251623,536
34,250282,250181,101
35,250285,250184,101
36,250238,250162,76
37,252163,251603,560
38,250257,250181,76
39,250236,250160,76
40,250269,250178,91
41,250243,250167,76
42,252153,251590,563
43,250273,250197,76
44,250238,250162,76
45,252166,251607,559
46,252165,251605,560
47,250282,250181,101
48,250266,250175,91
49,252063,251501,562
50,250258,250182,76
51,252187,251625,562
52,250228,250152,76
53,252038,251475,563
54,251902,251314,588
55,250282,250181,101
56,250282,250191,91
57,250246,250170,76
58,252012,251449,563
59,251853,251290,563
60,251836,251276,560
61,251827,251291,536
62,250274,250173,101
63,251846,251310,536
64,250289,250173,116
65,250257,250156,101
66,250261,250185,76
67,251918,251323,595
68,250249,250173,76
69,250267,250191,76
70,250246,250170,76
71,251849,251286,563
72,251866,251288,578
73,250282,250181,101
74,251881,251296,585
75,250278,250177,101
76,250249,250173,76
77,250257,250181,76
78,250232,250156,76
79,251885,251322,563
80,251887,251309,578
81,250282,250181,101
82,250269,250193,76
83,250246,250170,76
84,251848,251285,563
85,251854,251291,563
86,250277,250176,101
87,251905,251310,595
88,250285,250169,116
89,250257,250181,76
90,251872,251293,579
91,250246,250170,76
92,251871,251283,588
93,250281,250205,76
94,251858,251299,559
95,250268,250192,76
96,250258,250167,91
97,250258,250182,76
98,250257,250181,76
99,250252,250176,76
100,250252,250176,76
101,250256,250180,76
102,250257,250181,76
103,250259,250183,76
104,251723,251129,594
105,251698,251135,563
106,251700,251164,536
107,251671,251139,532
108,251669,251136,533
109,250276,250175,101
110,251706,251138,568
111,251669,251133,536
112,251564,251014,550
113,250285,250184,101
114,251672,251136,536
115,251719,251145,574
116,250276,250175,101
117,251668,251132,536
118,251690,251136,554
119,251693,251157,536
120,251697,251124,573
121,251673,251137,536
122,250280,250179,101
123,250282,250181,101
124,251678,251115,563
125,251586,251026,560
126,250283,250182,101
127,250338,250237,101
128,250273,250197,76
129,250244,250168,76
130,252628,252068,560
131,252453,251866,587
132,252661,252101,560
133,252615,252082,533
134,252356,251768,588
135,252504,251934,570
136,250282,250181,101
137,252495,251941,554
138,250284,250183,101
139,250263,250162,101
140,250257,250181,76
141,252510,251946,564
142,250267,250176,91
143,252535,251940,595
144,250255,250179,76
145,252495,251936,559
146,252441,251853,588
147,252448,251911,537
148,252343,251775,568
149,252205,251669,536
150,252303,251757,546
151,250286,250185,101
152,252139,251603,536
153,252153,251618,535
154,250282,250181,101
155,252098,251556,542
156,252170,251625,545
157,252058,251488,570
158,252178,251628,550
159,250283,250182,101
160,250271,250170,101
161,250251,250175,76
162,250257,250181,76
163,250241,250165,76
164,250260,250184,76
165,252169,251594,575
166,250272,250181,91
167,250273,250197,76
168,250248,250172,76
169,252069,251506,563
170,252191,251632,559
171,252158,251622,536
172,252159,251624,535
