bit_position,bit_interval,receiver_interval,sender_interval
0,249630,249463,167
1,249596,249485,111
2,252057,251358,699
3,251904,251368,536
4,251730,251197,533
5,249562,249461,101
6,249537,249436,101
7,249519,249443,76
8,251826,251221,605
9,249522,249446,76
10,251930,251367,563
11,251933,251370,563
12,249538,249437,101
13,249540,249464,76
14,251502,250933,569
15,249510,249434,76
16,251740,251162,578
17,251666,251089,577
18,251747,251211,536
19,251484,250915,569
20,249536,249435,101
21,251588,251055,533
22,251558,251023,535
23,251486,250934,552
24,251415,250865,550
25,249544,249443,101
26,251290,250754,536
27,251264,250704,560
28,251248,250715,533
29,251309,250753,556
30,249532,249431,101
31,251231,250695,536
32,249543,249427,116
33,251251,250715,536
34,249567,249466,101
35,251248,250716,532
36,251135,250595,540
37,249568,249467,101
38,249533,249432,101
39,249516,249440,76
40,249521,249430,91
41,249515,249439,76
42,249540,249464,76
43,249508,249432,76
44,249502,249426,76
45,249545,249469,76
46,251302,250707,595
47,249528,249452,76
48,251315,250715,600
49,251170,250607,563
50,249568,249467,101
51,251258,250694,564
52,249535,249434,101
53,251330,250767,563
54,251072,250536,536
55,249546,249445,101
56,249542,249426,116
57,249510,249434,76
58,249543,249467,76
59,251014,250419,595
60,251138,250551,587
61,249570,249469,101
62,251097,250538,559
63,251082,250546,536
64,249540,249424,116
65,251097,250561,536
66,249569,249468,101
67,249531,249430,101
68,251119,250559,560
69,251027,250482,545
70,251056,250520,536
71,249547,249446,101
72,249540,249424,116
73,251169,250572,597
74,249569,249468,101
75,251143,250556,587
76,249541,249440,101
77,249542,249466,76
78,249499,249423,76
79,251129,250566,563
80,249515,249424,91
81,249522,249446,76
82,250813,250250,563
83,250844,250265,579
84,251113,250561,552
85,251117,250582,535
86,251084,250524,560
87,250985,250450,535
88,251082,250532,550
89,251103,250567,536
90,249567,249466,101
91,251068,250532,536
92,251071,250539,532
93,251092,250557,535
94,249533,249432,101
95,249547,249446,101
96,249509,249418,91
97,249522,249446,76
98,249542,249466,76
99,249503,249427,76
100,251033,250446,587
101,249541,249465,76
102,249508,249432,76
103,249523,249447,76
104,249504,249413,91
105,250960,250400,560
106,249542,249466,76
107,249508,249432,76
108,249518,249442,76
109,249525,249449,76
110,250970,250407,563
111,250966,250403,563
112,250950,250362,588
113,250934,250398,536
114,250984,250424,560
115,249533,249432,101
116,249540,249439,101
117,249519,249443,76
118,249520,249444,76
119,249521,249445,76
120,250985,250367,618
121,249525,249449,76
122,249543,249467,76
123,249508,249432,76
124,250946,250383,563
125,251000,250403,597
126,250927,250391,536
127,249579,249478,101
128,251947,251384,563
129,251736,251204,532
130,251844,251288,556
131,249563,249462,101
132,251864,251328,536
133,251952,251394,558
134,249562,249446,116
135,249527,249426,101
136,249542,249466,76
137,249479,249403,76
138,249543,249467,76
139,251930,251367,563
140,249487,249411,76
141,249534,249458,76
142,249541,249450,91
143,249502,249426,76
144,251936,251373,563
145,251764,251204,560
146,251933,251397,536
147,249558,249457,101
148,251916,251348,568
149,249559,249458,101
150,251845,251271,574
151,249527,249426,101
152,249556,249455,101
153,251875,251312,563
154,251932,251376,556
155,251896,251360,536
156,249516,249415,101
157,249557,249456,101
158,249546,249455,91
159,249499,249423,76
160,249533,249457,76
161,251921,251318,603
162,249540,249464,76
163,251994,251390,604
164,249490,249414,76
165,249528,249452,76
166,249546,249455,91
167,251735,251156,579
168,251801,251238,563
169,251713,251157,556
170,251763,251227,536
171,249567,249466,101
172,249517,249416,101
173,251593,251006,587
174,251600,251050,550
175,251603,251033,570
176,249562,249461,101
177,249510,249409,101
178,249536,249460,76
179,249540,249464,76
180,249487,249411,76
181,249523,249447,76
182,249549,249458,91
183,251595,250998,597
184,251506,250943,563
185,251571,251011,560
186,251597,251043,554
187,251594,251059,535
188,249512,249411,101
189,251578,251010,568
190,251520,250971,549
191,249519,249418,101
192,249567,249466,101
193,251585,250988,597
194,251572,251040,532
195,251617,251057,560
196,251554,251010,544
197,249559,249458,101
198,251494,250948,546
199,249515,249414,101
200,249567,249466,101
201,249479,249403,76
202,251629,251066,563
203,251632,251069,563
204,251519,250984,535
205,251424,250891,533
206,249573,249457,116
207,249512,249411,101
208,249543,249467,76
209,249479,249403,76
210,251358,250795,563
211,251493,250898,595
212,251115,250583,532
213,251437,250901,536
214,249571,249455,116
215,251221,250685,536
216,251307,250747,560
217,251062,250526,536
218,251018,250458,560
219,251135,250600,535
220,250941,250409,532
221,250955,250419,536
222,249571,249455,116
223,250843,250273,570
224,249571,249470,101
225,250776,250244,532
226,250950,250414,536
227,250948,250412,536
228,250898,250362,536
229,249561,249460,101
230,249571,249455,116
231,250930,250367,563
232,249568,249467,101
233,250968,250373,595
234,249568,249467,101
235,249542,249466,76
236,249482,249406,76
237,249537,249461,76
238,251013,250411,602
239,249498,249422,76
240,250985,250423,562
241,250897,250337,560
242,250847,250311,536
243,250801,250269,532
244,249512,249411,101
245,250776,250240,536
246,250794,250244,550
247,249524,249423,101
248,250803,250265,538
249,249493,249392,101
250,249570,249469,101
251,250840,250281,559
252,249512,249411,101
253,249536,249460,76
254,251862,251275,587
255,249531,249455,76
256,249495,249419,76
257,249536,249460,76
258,251942,251357,585
259,249503,249427,76
260,249540,249449,91
261,251949,251354,595
262,249497,249421,76
263,249531,249455,76
264,251938,251335,603
265,249531,249455,76
266,251929,251367,562
267,251950,251355,595
268,249574,249458,116
269,251849,251268,581
270,249521,249420,101
271,252036,251467,569
272,249569,249468,101
273,251928,251331,597
274,249638,249537,101
275,249552,249476,76
276,252105,251486,619
277,251876,251297,579
278,251627,251091,536
279,249636,249535,101
280,249569,249468,101
281,249618,249542,76
282,249618,249542,76
283,249550,249474,76
284,251897,251279,618
285,251625,251065,560
286,251707,251153,554
287,251843,251275,568
288,251786,251218,568
289,249649,249548,101
290,251833,251297,536
291,249571,249470,101
292,251862,251274,588
293,249612,249511,101
294,249599,249498,101
295,249614,249538,76
296,251799,251239,560
297,251940,251337,603
298,251796,251263,533
299,249566,249465,101
300,249657,249541,116
301,251698,251135,563
302,251649,251113,536
303,251843,251287,556
304,251653,251117,536
305,251804,251268,536
306,249639,249538,101
307,249568,249467,101
308,249633,249542,91
309,249585,249509,76
310,251801,251238,563
311,249614,249538,76
312,251617,251054,563
313,249624,249548,76
314,251602,251039,563
315,251491,250931,560
316,249658,249542,116
317,251701,251097,604
318,251635,251099,536
319,251677,251141,536
320,249560,249459,101
321,251680,251139,541
322,249638,249537,101
323,251615,251079,536
324,251678,251122,556
325,251613,251077,536
326,249604,249503,101
327,251640,251105,535
328,249564,249463,101
329,251442,250866,576
330,249635,249534,101
331,251442,250906,536
332,251511,250961,550
333,249599,249498,101
334,249608,249507,101
335,251530,250967,563
336,249569,249468,101
337,251586,250983,603
338,249631,249530,101
339,249552,249476,76
340,251440,250852,588
341,251530,250927,603
342,251468,250933,535
343,249637,249536,101
344,249569,249468,101
345,249624,249548,76
346,249603,249527,76
347,249555,249479,76
348,249630,249539,91
349,251564,250961,603
