bit_position,bit_interval,receiver_interval,sender_interval
0,249960,249793,167
1,249925,249814,111
2,252359,251660,699
3,249876,249775,101
4,249830,249754,76
5,252005,251410,595
6,252066,251503,563
7,251896,251360,536
8,249896,249754,142
9,249877,249776,101
10,251901,251342,559
11,249878,249777,101
12,251794,251213,581
13,249888,249787,101
14,249848,249772,76
15,249844,249768,76
16,249845,249754,91
17,249851,249775,76
18,251917,251354,563
19,249855,249779,76
20,249828,249752,76
21,249851,249775,76
22,249839,249763,76
23,251744,251181,563
24,251812,251202,610
25,249876,249775,101
26,251492,250931,561
27,251620,251048,572
28,249849,249748,101
29,251464,250928,536
30,249865,249764,101
31,249868,249767,101
32,249848,249757,91
33,249851,249775,76
34,251598,251034,564
35,249854,249778,76
36,251607,251012,595
37,251612,251053,559
38,249883,249782,101
39,249854,249778,76
40,251635,251057,578
41,249845,249769,76
42,249838,249762,76
43,251614,251054,560
44,249819,249743,76
45,249854,249778,76
46,249838,249762,76
47,249851,249775,76
48,251630,251053,577
49,249843,249767,76
50,249839,249763,76
51,251603,251044,559
52,251619,251016,603
53,249880,249779,101
54,249836,249760,76
55,249851,249775,76
56,251660,251048,612
57,251622,251035,587
58,249864,249763,101
59,251371,250811,560
60,251435,250899,536
61,251582,251046,536
62,249849,249748,101
63,251597,251064,533
64,249882,249766,116
65,251584,251051,533
66,249870,249769,101
67,251577,251041,536
68,251558,251022,536
69,249878,249777,101
70,249852,249751,101
71,249852,249776,76
72,249845,249754,91
73,251601,251038,563
74,249840,249764,76
75,249847,249771,76
76,251604,251044,560
77,251655,251058,597
78,251414,250881,533
79,251424,250888,536
80,249870,249754,116
81,251302,250766,536
82,251292,250756,536
83,251425,250889,536
84,251425,250889,536
85,249876,249775,101
86,249858,249757,101
87,249847,249771,76
88,251321,250743,578
89,251469,250888,581
90,249871,249770,101
91,251459,250899,560
92,249860,249759,101
93,251387,250784,603
94,249863,249762,101
95,251488,250900,588
96,249864,249748,116
97,251446,250881,565
98,249863,249762,101
99,249846,249770,76
100,249833,249757,76
101,251292,250729,563
102,249838,249762,76
103,251317,250754,563
104,251280,250702,578
105,251310,250734,576
106,249863,249762,101
107,249876,249775,101
108,249836,249760,76
109,249845,249769,76
110,251336,250741,595
111,249851,249775,76
112,249836,249745,91
113,251279,250716,563
114,249834,249758,76
115,249871,249795,76
116,251272,250709,563
117,251301,250738,563
118,251265,250729,536
119,249876,249775,101
120,249870,249754,116
121,249855,249779,76
122,249836,249760,76
123,251310,250747,563
124,251281,250718,563
125,249867,249766,101
126,249839,249763,76
127,252251,251688,563
128,249872,249796,76
129,252224,251629,595
130,249875,249799,76
131,252236,251641,595
132,249872,249796,76
133,252037,251449,588
134,251973,251379,594
135,249846,249745,101
136,249872,249796,76
137,251913,251353,560
138,251950,251387,563
139,251897,251323,574
140,249897,249796,101
141,249834,249733,101
142,249883,249792,91
143,249819,249743,76
144,251939,251380,559
145,251896,251305,591
146,249898,249797,101
147,251867,251305,562
148,251937,251401,536
149,251860,251324,536
150,251925,251379,546
151,251887,251346,541
152,249890,249789,101
153,249834,249733,101
154,251831,251268,563
155,251877,251302,575
156,249901,249800,101
157,251854,251321,533
158,251947,251397,550
159,251897,251329,568
160,249886,249785,101
161,251860,251324,536
162,251947,251411,536
163,249840,249739,101
164,251920,251383,537
165,249828,249727,101
166,251941,251395,546
167,251858,251325,533
168,249889,249788,101
169,251841,251308,533
170,249897,249796,101
171,251848,251315,533
172,251908,251372,536
173,251730,251197,533
174,251970,251380,590
175,249862,249761,101
176,251946,251386,560
177,249845,249744,101
178,249891,249790,101
179,251882,251322,560
180,251927,251391,536
181,251860,251327,533
182,251959,251385,574
183,251806,251238,568
184,251937,251361,576
185,251768,251208,560
186,249889,249788,101
187,251917,251347,570
188,251936,251404,532
189,249827,249726,101
190,251940,251390,550
191,251650,251114,536
192,251934,251399,535
193,251881,251337,544
194,251921,251388,533
195,251852,251316,536
196,249897,249796,101
