bit_position,bit_interval,receiver_interval,sender_interval
0,252606,251865,741
1,252300,251738,562
2,250162,250061,101
3,252246,251710,536
4,252370,251816,554
5,250201,250100,101
6,250197,250096,101
7,250165,250089,76
8,252437,251817,620
9,250148,250072,76
10,250138,250062,76
11,252302,251739,563
12,250139,250063,76
13,252485,251881,604
14,250172,250096,76
15,252385,251823,562
16,252431,251813,618
17,250172,250071,101
18,252381,251794,587
19,252345,251810,535
20,250154,250053,101
21,252379,251843,536
22,252367,251831,536
23,250161,250060,101
24,252344,251794,550
25,250172,250071,101
26,252373,251828,545
27,252376,251844,532
28,252338,251804,534
29,252395,251859,536
30,250205,250104,101
31,250159,250058,101
32,252378,251804,574
33,250172,250071,101
34,252393,251831,562
35,250175,250074,101
36,250128,250052,76
37,250183,250107,76
38,252306,251743,563
39,252402,251821,581
40,252362,251812,550
41,250168,250067,101
42,250190,250089,101
43,250143,250067,76
44,250128,250052,76
45,250184,250108,76
46,250170,250094,76
47,250147,250071,76
48,252290,251680,610
49,252263,251700,563
50,252354,251818,536
51,252369,251814,555
52,252345,251812,533
53,250214,250113,101
54,252428,251892,536
55,252349,251813,536
56,252403,251821,582
57,250161,250060,101
58,252369,251836,533
59,252184,251648,536
60,250165,250064,101
61,250212,250111,101
62,252110,251547,563
63,250172,250071,101
64,250156,250065,91
65,250144,250068,76
66,250143,250067,76
67,250145,250069,76
68,252240,251677,563
69,252187,251608,579
70,250182,250081,101
71,250148,250072,76
72,250154,250063,91
73,251948,251369,579
74,250147,250071,76
75,251730,251167,563
76,250147,250071,76
77,252132,251573,559
78,250147,250071,76
79,250149,250073,76
80,250154,250063,91
81,250147,250071,76
82,250151,250075,76
83,250136,250060,76
84,252003,251416,587
85,252155,251560,595
86,252045,251512,533
87,251730,251178,552
88,252048,251498,550
89,252072,251512,560
90,250164,250063,101
91,252028,251492,536
92,250166,250065,101
93,250206,250105,101
94,252073,251511,562
95,250175,250074,101
96,250151,250060,91
97,250146,250070,76
98,251890,251303,587
99,250144,250068,76
100,250148,250072,76
101,250176,250100,76
102,252118,251555,563
103,250149,250073,76
104,250143,250052,91
105,250148,250072,76
106,252047,251487,560
107,252102,251515,587
108,250168,250067,101
109,251926,251363,563
110,251956,251388,568
111,250181,250080,101
112,250180,250064,116
113,251888,251326,562
114,251764,251228,536
115,251919,251359,560
116,250166,250065,101
117,251947,251371,576
118,250194,250093,101
119,251906,251370,536
120,250179,250063,116
121,250176,250075,101
122,250145,250069,76
123,251929,251342,587
124,250135,250059,76
125,251920,251357,563
126,251921,251358,563
127,252537,252001,536
128,252547,251987,560
129,250173,250072,101
130,250172,250071,101
131,250143,250067,76
132,250145,250069,76
133,250149,250073,76
134,252523,251945,578
135,252354,251791,563
136,250173,250072,101
137,250147,250071,76
138,250147,250071,76
139,250141,250065,76
140,252282,251694,588
141,250149,250073,76
142,252439,251861,578
143,252413,251809,604
144,252397,251837,560
145,252372,251840,532
146,252015,251479,536
147,252263,251693,570
148,250161,250060,101
149,252359,251827,532
150,250247,250131,116
151,252121,251570,551
152,250175,250074,101
153,250166,250065,101
154,252376,251817,559
155,250164,250063,101
156,252359,251800,559
157,250188,250087,101
158,250213,250122,91
159,252160,251597,563
160,252390,251827,563
161,250161,250060,101
162,250147,250071,76
163,252288,251691,597
164,250143,250067,76
165,252357,251794,563
166,252468,251866,602
167,250164,250063,101
168,250150,250074,76
169,252440,251836,604
170,250145,250069,76
171,252386,251823,563
172,252134,251565,569
173,250176,250075,101
174,250206,250115,91
175,252034,251471,563
176,250147,250071,76
177,252067,251504,563
178,250151,250075,76
179,252048,251489,559
180,251998,251409,589
181,251959,251423,536
182,252099,251533,566
183,250166,250065,101
184,250172,250071,101
185,250147,250071,76
186,252084,251512,572
187,250134,250058,76
188,251910,251347,563
189,251916,251357,559
190,251933,251383,550
191,250169,250068,101
192,250178,250077,101
193,250139,250063,76
194,250150,250074,76
195,250128,250052,76
196,250148,250072,76
197,251894,251334,560
198,251973,251395,578
199,251709,251173,536
200,251880,251344,536
201,250172,250071,101
202,250172,250071,101
203,251894,251331,563
204,251898,251362,536
205,251878,251342,536
206,251966,251392,574
207,251922,251346,576
208,250164,250063,101
209,250173,250072,101
210,251735,251173,562
211,250159,250058,101
212,251752,251189,563
213,251745,251184,561
214,251707,251117,590
215,250174,250073,101
216,251729,251193,536
217,250165,250064,101
218,250172,250071,101
219,251504,250944,560
