bit_position,bit_interval,receiver_interval,sender_interval
0,250011,249844,167
1,249982,249871,111
2,252457,251758,699
3,249918,249817,101
4,249898,249822,76
5,252347,251760,587
6,249896,249820,76
7,252307,251704,603
8,249924,249807,117
9,249907,249831,76
10,249918,249842,76
11,249895,249819,76
12,249898,249822,76
13,252221,251640,581
14,249897,249821,76
15,249895,249819,76
16,249900,249809,91
17,252320,251757,563
18,249920,249844,76
19,252190,251597,593
20,249896,249820,76
21,249927,249851,76
22,249898,249822,76
23,252301,251738,563
24,249894,249803,91
25,249906,249830,76
26,252196,251629,567
27,252332,251728,604
28,249917,249816,101
29,252363,251786,577
30,252146,251570,576
31,249922,249821,101
32,249928,249812,116
33,249904,249828,76
34,249935,249859,76
35,249897,249821,76
36,252110,251538,572
37,249926,249850,76
38,249893,249817,76
39,252110,251547,563
40,252129,251551,578
41,249925,249824,101
42,249929,249853,76
43,252134,251567,567
44,249887,249811,76
45,249930,249854,76
46,252026,251466,560
47,252042,251479,563
48,252146,251580,566
49,249923,249822,101
50,249953,249852,101
51,249897,249821,76
52,249893,249817,76
53,249924,249848,76
54,249890,249814,76
55,252136,251573,563
56,252060,251442,618
57,251931,251399,532
58,249973,249872,101
59,249918,249817,101
60,249898,249822,76
61,249930,249854,76
62,249885,249809,76
63,249914,249838,76
64,252004,251402,602
65,249889,249813,76
66,252052,251449,603
67,249891,249815,76
68,251963,251400,563
69,251861,251298,563
70,249903,249802,101
71,249909,249833,76
72,249900,249809,91
73,251726,251163,563
74,251873,251278,595
75,249922,249821,101
76,249900,249824,76
77,251876,251291,585
78,249884,249808,76
79,249908,249832,76
80,251874,251256,618
81,251638,251051,587
82,249948,249847,101
83,249881,249805,76
84,251849,251245,604
85,249927,249851,76
86,249888,249812,76
87,249930,249854,76
88,249896,249805,91
89,251832,251244,588
90,249925,249849,76
91,251858,251263,595
92,249908,249832,76
93,249927,249851,76
94,251831,251242,589
95,249909,249833,76
96,251500,250926,574
97,251517,250954,563
98,249952,249851,101
99,249884,249808,76
100,251512,250953,559
101,251520,250957,563
102,249918,249817,101
103,249908,249832,76
104,251482,250904,578
105,249907,249831,76
106,249927,249851,76
107,251374,250811,563
108,249903,249827,76
109,251535,250973,562
110,251410,250813,597
111,251376,250844,532
112,251213,250655,558
113,249934,249833,101
114,249951,249850,101
115,251343,250780,563
116,249937,249836,101
117,249916,249840,76
118,251357,250770,587
119,249904,249828,76
120,251349,250771,578
121,249914,249838,76
122,249925,249849,76
123,249885,249809,76
124,251366,250785,581
125,249918,249842,76
126,251366,250763,603
127,252250,251687,563
128,249952,249851,101
129,252258,251695,563
130,249959,249858,101
131,249921,249845,76
132,249864,249788,76
133,249919,249843,76
134,249931,249840,91
135,249876,249800,76
136,249927,249851,76
137,249860,249784,76
138,252334,251737,597
139,252316,251751,565
140,249897,249796,101
141,252165,251602,563
142,249962,249846,116
143,252317,251729,588
144,252314,251779,535
145,249887,249786,101
146,252160,251606,554
147,249943,249842,101
148,249899,249798,101
149,249919,249843,76
150,249942,249851,91
151,249876,249800,76
152,249916,249840,76
153,249864,249788,76
154,252202,251617,585
155,249920,249844,76
156,249876,249800,76
157,249917,249841,76
158,252170,251595,575
159,252061,251458,603
160,252100,251560,540
161,252068,251507,561
162,249952,249851,101
163,249952,249851,101
164,252130,251549,581
165,252161,251593,568
166,252151,251601,550
167,252144,251569,575
168,251906,251370,536
169,251975,251439,536
170,252128,251596,532
171,249960,249859,101
172,252078,251543,535
173,249933,249832,101
174,249966,249850,116
175,252001,251438,563
176,249947,249846,101
177,252119,251556,563
178,251983,251431,552
179,249954,249853,101
180,251930,251394,536
181,251861,251325,536
182,252009,251441,568
183,251927,251389,538
184,251972,251437,535
185,251548,251016,532
186,251671,251135,536
187,251540,251007,533
188,249901,249800,101
189,251495,250963,532
190,251556,250982,574
191,249894,249793,101
192,251497,250964,533
193,251310,250778,532
194,251541,250965,576
195,251507,250974,533
196,249897,249796,101
197,251507,250971,536
198,249970,249854,116
199,249889,249788,101
200,249935,249859,76
201,249865,249789,76
202,249910,249834,76
203,249929,249853,76
