bit_position,bit_interval,receiver_interval,sender_interval
0,252211,251470,741
1,251915,251373,542
2,251980,251445,535
3,249620,249519,101
4,251943,251411,532
5,249651,249550,101
6,251794,251261,533
7,249620,249519,101
8,251876,251276,600
9,249623,249522,101
10,249613,249512,101
11,251996,251437,559
12,249614,249513,101
13,251723,251150,573
14,249651,249550,101
15,251694,251107,587
16,249629,249513,116
17,251707,251144,563
18,251284,250712,572
19,249626,249525,101
20,249612,249511,101
21,251368,250806,562
22,249644,249543,101
23,249586,249510,76
24,251231,250653,578
25,249599,249523,76
26,251394,250797,597
27,249596,249520,76
28,251256,250693,563
29,249631,249555,76
30,249618,249542,76
31,249588,249512,76
32,251374,250796,578
33,249597,249521,76
34,251399,250802,597
35,249600,249524,76
36,251347,250784,563
37,249632,249556,76
38,251374,250811,563
39,251392,250797,595
40,249634,249518,116
41,249591,249515,76
42,251252,250689,563
43,251350,250788,562
44,249603,249502,101
45,249634,249558,76
46,249618,249542,76
47,249597,249521,76
48,251377,250799,578
49,249595,249519,76
50,251236,250677,559
51,249597,249521,76
52,249584,249508,76
53,249638,249562,76
54,251388,250825,563
55,249597,249521,76
56,249606,249515,91
57,249586,249510,76
58,249598,249522,76
59,249597,249521,76
60,249593,249517,76
61,249632,249556,76
62,249606,249530,76
63,251379,250784,595
64,249604,249513,91
65,251367,250772,595
66,249601,249525,76
67,251361,250790,571
68,249589,249513,76
69,249633,249557,76
70,251244,250641,603
71,251214,250626,588
72,251210,250637,573
73,251182,250646,536
74,251151,250610,541
75,251187,250651,536
76,249614,249513,101
77,249656,249555,101
78,251220,250657,563
79,251021,250485,536
80,251055,250467,588
81,249622,249521,101
82,251027,250491,536
83,249613,249512,101
84,250998,250462,536
85,249652,249551,101
86,249638,249537,101
87,251038,250478,560
88,249625,249509,116
89,251064,250477,587
90,249622,249521,101
91,249586,249510,76
92,251028,250465,563
93,249631,249555,76
94,249618,249542,76
95,249603,249527,76
96,249596,249505,91
97,251082,250485,597
98,249597,249521,76
99,249592,249516,76
100,250912,250315,597
101,250942,250355,587
102,249643,249542,101
103,249599,249523,76
104,250865,250291,574
105,249598,249522,76
106,249597,249521,76
107,250926,250329,597
108,249594,249518,76
109,250913,250350,563
110,250737,250174,563
111,250710,250174,536
112,250703,250153,550
113,249625,249524,101
114,250589,250053,536
115,250691,250157,534
116,250683,250147,536
117,249645,249544,101
118,249645,249544,101
119,249607,249531,76
120,249600,249509,91
121,249601,249525,76
122,249595,249519,76
123,249597,249521,76
124,249589,249513,76
125,250776,250188,588
126,250588,250025,563
127,252026,251454,572
128,251978,251418,560
129,251982,251410,572
130,249622,249521,101
131,249626,249525,101
132,249583,249507,76
133,252034,251439,595
134,249667,249576,91
135,252041,251454,587
136,249594,249518,76
137,249603,249527,76
138,251868,251287,581
139,249599,249523,76
140,249578,249502,76
141,249598,249522,76
142,249665,249574,91
143,249597,249521,76
144,249592,249516,76
145,252005,251442,563
146,249597,249521,76
147,249597,249521,76
148,249584,249508,76
149,249597,249521,76
150,252108,251505,603
151,249597,249521,76
152,249593,249517,76
153,251989,251417,572
154,249597,249521,76
155,249597,249521,76
156,251972,251407,565
157,251906,251335,571
158,249690,249574,116
159,251698,251110,588
160,251809,251277,532
161,251659,251108,551
162,251518,250950,568
163,249622,249521,101
164,251483,250951,532
165,249625,249524,101
166,251559,251012,547
167,249622,249521,101
168,249614,249513,101
169,251547,250950,597
170,249624,249523,101
171,251515,250952,563
172,249620,249519,101
173,251536,250948,588
174,251553,251007,546
175,249623,249522,101
176,249614,249513,101
177,251430,250857,573
178,251514,250978,536
179,251483,250947,536
180,251497,250925,572
181,249622,249521,101
182,251582,250994,588
183,251534,250974,560
184,251495,250963,532
185,251481,250949,532
186,249623,249522,101
187,249611,249510,101
188,251340,250778,562
189,249622,249521,101
190,251448,250864,584
191,251280,250710,570
