bit_position,bit_interval,receiver_interval,sender_interval
0,249719,249552,167
1,249673,249562,111
2,249586,249510,76
3,252124,251425,699
4,251972,251409,563
5,249617,249516,101
6,249565,249489,76
7,251965,251406,559
8,249630,249513,117
9,251849,251290,559
10,249592,249516,76
11,251911,251308,603
12,249589,249513,76
13,249597,249521,76
14,249567,249491,76
15,249565,249489,76
16,251857,251269,588
17,249597,249521,76
18,249588,249512,76
19,249601,249525,76
20,249587,249511,76
21,249597,249521,76
22,251819,251258,561
23,249565,249489,76
24,251897,251293,604
25,249597,249521,76
26,251853,251272,581
27,251734,251169,565
28,249614,249513,101
29,249597,249521,76
30,249563,249487,76
31,251685,251122,563
32,249607,249516,91
33,249597,249521,76
34,251596,251009,587
35,249600,249524,76
36,251657,251088,569
37,249598,249522,76
38,249563,249487,76
39,251650,251087,563
40,249607,249516,91
41,251680,251121,559
42,251686,251123,563
43,251659,251105,554
44,249603,249502,101
45,251663,251104,559
46,249587,249486,101
47,251459,250923,536
48,249631,249515,116
49,249614,249513,101
50,251415,250822,593
51,249622,249521,101
52,251510,250945,565
53,251512,250944,568
54,251433,250897,536
55,249601,249500,101
56,249631,249515,116
57,249586,249510,76
58,249594,249518,76
59,249599,249523,76
60,251530,250926,604
61,249600,249524,76
62,251378,250774,604
63,249576,249500,76
64,251506,250928,578
65,251515,250953,562
66,249626,249525,101
67,249595,249519,76
68,251386,250823,563
69,249599,249523,76
70,251412,250809,603
71,249581,249505,76
72,251542,250966,576
73,249597,249521,76
74,249599,249523,76
75,251393,250828,565
76,249589,249513,76
77,251544,250971,573
78,251487,250927,560
79,249603,249502,101
80,251377,250799,578
81,251335,250799,536
82,249626,249525,101
83,251350,250797,553
84,251217,250681,536
85,251326,250790,536
86,251214,250644,570
87,251296,250763,533
88,251337,250753,584
89,251348,250813,535
90,249622,249521,101
91,251327,250792,535
92,249616,249515,101
93,251320,250784,536
94,251312,250776,536
95,249614,249513,101
96,249623,249507,116
97,249598,249522,76
98,249597,249521,76
99,249592,249516,76
100,251404,250800,604
101,251336,250773,563
102,251135,250599,536
103,249603,249502,101
104,249618,249502,116
105,249598,249522,76
106,251074,250511,563
107,249595,249519,76
108,251192,250630,562
109,249591,249515,76
110,251178,250615,563
111,251222,250618,604
112,249620,249504,116
113,251217,250628,589
114,251090,250530,560
115,250930,250362,568
116,249616,249515,101
117,250991,250455,536
118,249589,249488,101
119,250930,250362,568
120,251014,250464,550
121,249626,249525,101
122,249620,249519,101
123,249597,249521,76
124,251030,250471,559
125,249584,249508,76
126,249566,249490,76
127,252055,251451,604
128,249597,249521,76
129,251974,251415,559
130,252012,251417,595
131,249616,249515,101
132,249597,249521,76
133,249589,249513,76
134,249599,249508,91
135,251956,251353,603
136,249597,249521,76
137,249589,249513,76
138,251927,251332,595
139,252002,251425,577
140,251967,251413,554
141,249618,249517,101
142,251861,251311,550
143,249569,249468,101
144,251966,251433,533
145,251857,251324,533
146,249619,249518,101
147,251993,251437,556
148,251984,251424,560
149,249614,249513,101
150,249637,249521,116
151,251767,251182,585
152,249611,249510,101
153,251958,251395,563
154,249622,249521,101
155,249588,249512,76
156,249601,249525,76
157,249587,249511,76
158,251924,251306,618
159,251982,251387,595
160,249611,249510,101
161,252009,251430,579
162,249622,249521,101
163,251989,251430,559
164,251958,251425,533
165,251709,251177,532
166,249637,249521,116
167,249567,249466,101
168,249588,249512,76
169,252028,251447,581
170,249597,249521,76
171,251873,251269,604
172,251856,251293,563
173,249603,249502,101
174,249613,249522,91
175,249542,249466,76
176,251708,251145,563
177,251750,251147,603
178,249616,249515,101
179,251841,251281,560
180,251793,251258,535
181,251821,251269,552
182,249640,249524,116
183,251759,251223,536
184,251713,251176,537
185,249616,249515,101
186,251773,251237,536
187,249623,249522,101
188,249622,249521,101
189,249584,249508,76
190,249616,249525,91
191,249540,249464,76
192,249597,249521,76
193,249591,249515,76
194,249586,249510,76
195,249594,249518,76
196,249599,249523,76
197,251755,251160,595
198,249615,249524,91
199,251774,251211,563
200,251827,251264,563
201,251813,251277,536
202,251693,251159,534
203,249626,249525,101
204,249620,249519,101
205,251863,251258,605
206,249639,249523,116
207,251781,251208,573
208,249627,249526,101
209,249589,249513,76
210,251822,251258,564
211,249599,249523,76
212,249593,249517,76
213,251537,250956,581
214,249612,249521,91
215,251465,250894,571
216,251284,250687,597
217,249614,249513,101
218,251388,250785,603
219,251293,250761,532
220,251362,250786,576
221,251324,250789,535
222,251340,250793,547
223,249562,249461,101
224,249626,249525,101
225,249585,249509,76
226,251364,250801,563
227,251396,250799,597
228,251315,250782,533
229,251266,250698,568
230,249637,249521,116
231,249567,249466,101
232,249610,249534,76
233,249583,249507,76
234,249598,249522,76
235,251371,250774,597
236,249592,249516,76
237,251369,250809,560
238,251323,250705,618
239,249567,249466,101
240,249599,249523,76
241,249578,249502,76
242,251352,250793,559
243,249597,249521,76
244,251399,250796,603
245,249594,249518,76
246,249606,249515,91
247,251123,250560,563
248,249597,249521,76
249,249580,249504,76
250,251194,250631,563
251,249596,249520,76
252,249597,249521,76
253,249591,249515,76
254,249602,249526,76
255,251901,251338,563
256,251962,251403,559
257,249626,249525,101
258,251765,251203,562
259,252009,251433,576
260,249637,249521,116
261,251960,251407,553
262,249572,249471,101
263,249618,249517,101
264,251833,251270,563
265,251703,251169,534
266,251841,251273,568
267,249623,249522,101
268,251820,251270,550
269,249613,249512,101
270,251628,251056,572
271,251664,251128,536
272,251647,251111,536
273,249624,249523,101
274,249603,249502,101
275,251686,251123,563
276,251712,251122,590
277,251571,251003,568
278,249575,249474,101
279,251675,251115,560
280,251595,251062,533
281,251661,251128,533
282,251550,250990,560
283,251688,251136,552
284,251587,251015,572
285,249622,249521,101
286,251629,251061,568
287,251614,251078,536
288,249616,249515,101
289,249622,249521,101
290,249589,249513,76
291,251686,251123,563
292,251564,250986,578
293,251696,251136,560
294,251352,250782,570
295,251642,251106,536
296,249612,249511,101
297,251649,251116,533
298,249614,249513,101
299,249625,249524,101
300,251424,250846,578
301,251214,250682,532
302,251261,250726,535
303,251312,250780,532
304,249617,249516,101
305,251326,250774,552
306,249612,249511,101
307,251323,250788,535
308,249626,249510,116
309,249623,249522,101
310,249545,249469,76
311,249597,249521,76
312,249586,249510,76
313,249591,249515,76
314,251335,250772,563
315,249597,249521,76
316,249607,249516,91
317,249601,249525,76
318,251292,250729,563
319,251359,250797,562
320,249613,249512,101
321,249586,249510,76
322,249590,249514,76
323,249597,249521,76
324,251401,250791,610
325,251360,250797,563
326,251273,250719,554
327,251253,250683,570
328,251331,250795,536
329,249613,249512,101
330,251298,250762,536
331,251351,250815,536
332,251359,250809,550
333,251336,250766,570
334,251289,250737,552
335,249623,249522,101
336,251332,250762,570
337,251379,250803,576
338,251305,250773,532
339,251243,250687,556
340,249637,249521,116
341,251342,250809,533
342,251272,250736,536
343,249624,249523,101
344,249611,249510,101
345,251405,250801,604
346,251326,250790,536
347,251346,250792,554
348,251347,250797,550
349,249626,249525,101
350,251274,250738,536
351,249626,249525,101
352,249609,249508,101
353,249597,249521,76
354,249589,249513,76
355,249592,249516,76
356,251399,250796,603
357,249597,249521,76
358,249545,249469,76
359,251402,250809,593
360,249580,249504,76
361,251375,250788,587
362,249589,249513,76
363,249592,249516,76
364,251294,250684,610
365,249597,249521,76
366,251294,250731,563
367,249596,249520,76
368,251203,250606,597
369,249598,249522,76
370,251192,250633,559
371,249597,249521,76
372,251242,250623,619
373,251080,250515,565
374,251152,250584,568
375,249622,249521,101
376,251157,250622,535
377,249624,249523,101
378,251039,250503,536
379,251173,250637,536
380,249638,249522,116
381,251850,251280,570
382,251680,251128,552
383,249609,249508,101
384,249626,249525,101
385,249584,249508,76
386,251456,250837,619
387,249591,249515,76
388,251474,250912,562
389,251474,250915,559
390,249622,249521,101
391,251522,250941,581
392,251502,250942,560
393,249607,249506,101
394,249637,249521,116
395,249589,249513,76
396,249592,249516,76
397,249555,249479,76
398,251514,250951,563
399,251351,250792,559
400,251369,250793,576
401,249600,249499,101
402,251337,250787,550
403,249614,249513,101
404,251198,250663,535
405,249585,249484,101
406,251340,250804,536
407,251330,250795,535
408,249622,249521,101
409,251196,250661,535
410,251340,250788,552
411,251122,250554,568
412,251322,250786,536
413,251290,250754,536
414,249611,249510,101
415,251212,250675,537
416,249622,249521,101
417,249615,249514,101
418,251221,250647,574
419,251358,250786,572
420,251332,250762,570
421,251303,250735,568
422,249613,249512,101
